20082D-11-01_S0_L001_megahit_output_virsorter_k141_856053||full_len:23284	gnl|BL_ORD_ID|237108 YP_009873893.1 |beta-glucosyl-HMC-alpha-glucosyltransferase [Tenacibaculum phage PTm1]	 score  :276.0	 e_val  :3.86851e-23	 q_start  :17734	 q_end  :18618	 s_start  :105	 s_end  :399	 align_len  :311
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|662452 YP_001004302.1 |terminase large subunit [Staphylococcus phage phiETA2]	 score  :278.0	 e_val  :1.63627e-23	 q_start  :29062	 q_end  :30048	 s_start  :56	 s_end  :398	 align_len  :348
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|673076 YP_239642.1 |terminase large subunit [Staphylococcus phage 53]	 score  :279.0	 e_val  :1.63845e-23	 q_start  :29062	 q_end  :30048	 s_start  :78	 s_end  :420	 align_len  :348
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|659948 YP_001285355.1 |terminase large subunit [Staphylococcus phage 80alpha]	 score  :279.0	 e_val  :1.63845e-23	 q_start  :29062	 q_end  :30048	 s_start  :78	 s_end  :420	 align_len  :348
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|175190 YP_010081970.1 |terminase large subunit [Staphylococcus phage vB_SpsM_WIS42]	 score  :276.0	 e_val  :2.35104e-23	 q_start  :29056	 q_end  :30048	 s_start  :56	 s_end  :400	 align_len  :354
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|175163 YP_010081943.1 |terminase large subunit [Staphylococcus phage SpT152]	 score  :276.0	 e_val  :2.35104e-23	 q_start  :29056	 q_end  :30048	 s_start  :56	 s_end  :400	 align_len  :354
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|175106 YP_010081886.1 |terminase large subunit [Staphylococcus phage SP276]	 score  :276.0	 e_val  :2.35104e-23	 q_start  :29056	 q_end  :30048	 s_start  :56	 s_end  :400	 align_len  :354
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|175002 YP_010081782.1 |terminase large subunit [Staphylococcus phage SP197]	 score  :276.0	 e_val  :2.35104e-23	 q_start  :29056	 q_end  :30048	 s_start  :56	 s_end  :400	 align_len  :354
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|174971 YP_010081751.1 |terminase large subunit [Staphylococcus phage SP120]	 score  :276.0	 e_val  :2.35104e-23	 q_start  :29056	 q_end  :30048	 s_start  :56	 s_end  :400	 align_len  :354
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|174842 YP_010081622.1 |terminase large subunit [Staphylococcus phage SN8]	 score  :276.0	 e_val  :2.35104e-23	 q_start  :29056	 q_end  :30048	 s_start  :56	 s_end  :400	 align_len  :354
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|557323 YP_008320481.1 |phage terminase large subunit [Streptococcus phage SP-QS1]	 score  :275.0	 e_val  :3.73684e-23	 q_start  :29056	 q_end  :29874	 s_start  :112	 s_end  :404	 align_len  :298
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|355517 YP_009603987.1 |phage terminase large subunit [Enterococcus phage SAP6]	 score  :275.0	 e_val  :3.73684e-23	 q_start  :29056	 q_end  :29874	 s_start  :112	 s_end  :404	 align_len  :298
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|355419 YP_009603889.1 |terminase large subunit [Enterococcus phage IMEEF1]	 score  :275.0	 e_val  :3.77129e-23	 q_start  :29056	 q_end  :29874	 s_start  :112	 s_end  :404	 align_len  :298
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|151374 YP_010112963.1 |endolysin [uncultured phage cr114_1]	 score  :253.0	 e_val  :4.22136e-23	 q_start  :9297	 q_end  :9710	 s_start  :8	 s_end  :129	 align_len  :138
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|466117 YP_009218881.1 |terminase large subunit [Enterococcus phage vB_EfaS_IME198]	 score  :274.0	 e_val  :4.44859e-23	 q_start  :29056	 q_end  :29874	 s_start  :112	 s_end  :404	 align_len  :298
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|217450 YP_009962701.1 |Mom-like DNA modification protein [Mycobacterium phage StAnnes]	 score  :259.0	 e_val  :7.56848e-23	 q_start  :2611	 q_end  :3207	 s_start  :16	 s_end  :197	 align_len  :199
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|578901 YP_007517735.1 |peptidase M15 [Pelagibacter phage HTVC010P]	 score  :253.0	 e_val  :1.05224e-22	 q_start  :9297	 q_end  :9710	 s_start  :11	 s_end  :138	 align_len  :140
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|570085 WP_016070715.1 |DUF882 domain-containing protein [Pelagibacter phage HTVC010P]	 score  :253.0	 e_val  :1.05224e-22	 q_start  :9297	 q_end  :9710	 s_start  :11	 s_end  :138	 align_len  :140
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|150952 YP_010112541.1 |endolysin [uncultured phage cr4_1]	 score  :248.0	 e_val  :1.86114e-22	 q_start  :9297	 q_end  :9710	 s_start  :8	 s_end  :129	 align_len  :138
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|172676 YP_010079453.1 |terminase large subunit [Staphylococcus phage Baq_Sau1]	 score  :260.0	 e_val  :2.92659e-22	 q_start  :29062	 q_end  :29751	 s_start  :28	 s_end  :266	 align_len  :241
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|306018 YP_009800032.1 |Mom-like DNA modification protein [Staphylococcus phage phiSA_BS2]	 score  :255.0	 e_val  :3.33636e-22	 q_start  :2572	 q_end  :3225	 s_start  :5	 s_end  :205	 align_len  :223
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|305600 YP_009799614.1 |Mom-like DNA modification protein [Staphylococcus phage phiSA_BS1]	 score  :255.0	 e_val  :3.33636e-22	 q_start  :2572	 q_end  :3225	 s_start  :5	 s_end  :205	 align_len  :223
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|404794 YP_009324905.1 |terminase large subunit [Streptococcus phage phiARI0462]	 score  :267.0	 e_val  :4.86146e-22	 q_start  :29062	 q_end  :30141	 s_start  :44	 s_end  :421	 align_len  :401
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|207317 YP_009980640.1 |Mom-like DNA modification protein [Mycobacterium phage Rohr]	 score  :252.0	 e_val  :6.35881e-22	 q_start  :2611	 q_end  :3234	 s_start  :7	 s_end  :197	 align_len  :208
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|401865 YP_009321976.1 |terminase large subunit [Streptococcus phage phiARI0460-1]	 score  :264.0	 e_val  :8.77639e-22	 q_start  :29062	 q_end  :29892	 s_start  :111	 s_end  :412	 align_len  :307
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|515070 YP_009042741.1 |terminase large subunit [Streptococcus phage K13]	 score  :264.0	 e_val  :1.06293e-21	 q_start  :29062	 q_end  :29892	 s_start  :111	 s_end  :412	 align_len  :304
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|401410 YP_009321521.1 |terminase large subunit [Streptococcus phage phiARI0746]	 score  :264.0	 e_val  :1.06293e-21	 q_start  :29062	 q_end  :29892	 s_start  :111	 s_end  :412	 align_len  :304
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|400587 YP_009320698.1 |terminase large subunit [Streptococcus phage phiARI0131-1]	 score  :264.0	 e_val  :1.06293e-21	 q_start  :29062	 q_end  :29892	 s_start  :111	 s_end  :412	 align_len  :304
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|403381 YP_009323492.1 |terminase large subunit [Streptococcus phage phiARI0468-1]	 score  :264.0	 e_val  :1.16443e-21	 q_start  :29062	 q_end  :30141	 s_start  :35	 s_end  :412	 align_len  :393
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|402573 YP_009322684.1 |terminase large subunit [Streptococcus phage phiARI0468-2]	 score  :264.0	 e_val  :1.16443e-21	 q_start  :29062	 q_end  :30141	 s_start  :35	 s_end  :412	 align_len  :393
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|402239 YP_009322350.1 |terminase large subunit [Streptococcus phage phiARI0004]	 score  :264.0	 e_val  :1.16443e-21	 q_start  :29062	 q_end  :30141	 s_start  :35	 s_end  :412	 align_len  :393
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|401681 YP_009321792.1 |terminase large subunit [Streptococcus phage phiARI0031]	 score  :264.0	 e_val  :1.16443e-21	 q_start  :29062	 q_end  :30141	 s_start  :35	 s_end  :412	 align_len  :393
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|203581 YP_009976904.1 |Mom-like DNA modification protein [Mycobacterium phage BaconJack]	 score  :250.0	 e_val  :1.2557e-21	 q_start  :2611	 q_end  :3234	 s_start  :7	 s_end  :197	 align_len  :208
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|515589 YP_009043961.1 |terminase large subunit [Streptococcus phage IC1]	 score  :263.0	 e_val  :1.29908e-21	 q_start  :29062	 q_end  :29892	 s_start  :111	 s_end  :412	 align_len  :307
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|561768 YP_008059219.1 |prohead protease [Halogranum tailed virus 1]	 score  :271.0	 e_val  :1.32472e-21	 q_start  :20586	 q_end  :20867	 s_start  :456	 s_end  :554	 align_len  :99
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|422735 YP_009290174.1 |terminase large subunit [Weissella phage WCP30]	 score  :263.0	 e_val  :1.33681e-21	 q_start  :29020	 q_end  :30021	 s_start  :58	 s_end  :412	 align_len  :361
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|210762 YP_009956013.1 |Mom-like DNA modification protein [Mycobacterium phage DillTech15]	 score  :251.0	 e_val  :1.93778e-21	 q_start  :2611	 q_end  :3234	 s_start  :35	 s_end  :225	 align_len  :208
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|515308 YP_009043194.1 |terminase large subunit [Streptococcus phage DCC1738]	 score  :260.0	 e_val  :3.20225e-21	 q_start  :29062	 q_end  :29892	 s_start  :111	 s_end  :412	 align_len  :304
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|196792 YP_009998029.1 |putative DNA modification protein Mom-like protein [Proteus phage P16-2532]	 score  :245.0	 e_val  :4.83699e-21	 q_start  :2572	 q_end  :3210	 s_start  :2	 s_end  :194	 align_len  :218
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|196729 YP_009997966.1 |Mom-like DNA modification protein [Proteus phage PM87]	 score  :245.0	 e_val  :4.83699e-21	 q_start  :2572	 q_end  :3210	 s_start  :2	 s_end  :194	 align_len  :218
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|125065 YP_010187209.1 |Mom-like DNA modification protein [Proteus phage ASh-2020a]	 score  :245.0	 e_val  :4.83699e-21	 q_start  :2572	 q_end  :3210	 s_start  :2	 s_end  :194	 align_len  :218
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|110979 YP_010510368.1 |endolysin [uncultured phage cr23_1]	 score  :238.0	 e_val  :5.28274e-21	 q_start  :9297	 q_end  :9710	 s_start  :8	 s_end  :130	 align_len  :138
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|640942 YP_002332511.1 |terminase large subunit [Staphylococcus phage vB_SauS-phiIPLA88]	 score  :258.0	 e_val  :5.53104e-21	 q_start  :29062	 q_end  :29751	 s_start  :162	 s_end  :401	 align_len  :244
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|447024 YP_009199621.1 |Mom-like DNA modification protein [Proteus phage pPM_01]	 score  :243.0	 e_val  :1.06113e-20	 q_start  :2572	 q_end  :3210	 s_start  :2	 s_end  :194	 align_len  :218
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|479218 YP_009168587.1 |putative large terminase [Lactobacillus phage LBR48]	 score  :246.0	 e_val  :1.48752e-20	 q_start  :29062	 q_end  :29796	 s_start  :11	 s_end  :258	 align_len  :256
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|269588 YP_009845760.1 |DNA repair exonuclease [Vibrio phage VAP7]	 score  :252.0	 e_val  :2.05478e-20	 q_start  :7724	 q_end  :8443	 s_start  :151	 s_end  :389	 align_len  :243
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|604098 YP_006560377.1 |phage terminase, large subunit, PBSX family [Nonlabens phage P12024S]	 score  :252.0	 e_val  :2.14775e-20	 q_start  :29014	 q_end  :29853	 s_start  :114	 s_end  :402	 align_len  :296
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|206962 YP_009980285.1 |Mom-like DNA modification protein [Mycobacterium phage Pita2]	 score  :235.0	 e_val  :3.51468e-20	 q_start  :2842	 q_end  :3204	 s_start  :17	 s_end  :136	 align_len  :121
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|196885 YP_009998122.1 |Mom-like DNA modification protein [Escherichia phage E21]	 score  :238.0	 e_val  :4.78343e-20	 q_start  :2572	 q_end  :3183	 s_start  :8	 s_end  :191	 align_len  :209
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|115463 YP_010358313.1 |head morphogenesis [Halorubrum tailed virus 28]	 score  :258.0	 e_val  :6.3258e-20	 q_start  :20604	 q_end  :20873	 s_start  :541	 s_end  :635	 align_len  :95
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|562068 YP_008059519.1 |hypothetical protein M196_gp30 [Halovirus HRTV-4]	 score  :255.0	 e_val  :8.33647e-20	 q_start  :20568	 q_end  :20858	 s_start  :465	 s_end  :565	 align_len  :102
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|576919 YP_007675454.1 |putative oxidoreductase [Sulfitobacter phage pCB2047-A]	 score  :246.0	 e_val  :9.06396e-20	 q_start  :7724	 q_end  :8719	 s_start  :39	 s_end  :372	 align_len  :344
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|511786 YP_009046888.1 |putative oxidoreductase [Sulfitobacter phage pCB2047-C]	 score  :246.0	 e_val  :9.06396e-20	 q_start  :7724	 q_end  :8719	 s_start  :39	 s_end  :372	 align_len  :344
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|481994 YP_009146184.1 |DNA repair exonuclease [Sulfitobacter phage NYA-2014a]	 score  :246.0	 e_val  :9.06396e-20	 q_start  :7724	 q_end  :8719	 s_start  :39	 s_end  :372	 align_len  :344
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|476067 YP_009130722.1 |PBSX family terminase large subunit [Staphylococcus phage StB12]	 score  :249.0	 e_val  :9.28213e-20	 q_start  :29062	 q_end  :29901	 s_start  :103	 s_end  :406	 align_len  :305
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|662739 YP_950582.1 |PBSX family terminase large subunit [Streptococcus phage SMP]	 score  :246.0	 e_val  :2.0155e-19	 q_start  :29059	 q_end  :29892	 s_start  :106	 s_end  :406	 align_len  :303
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|604159 YP_006560438.1 |phage terminase, large subunit, PBSX family [Nonlabens phage P12024L]	 score  :244.0	 e_val  :2.68122e-19	 q_start  :29014	 q_end  :29853	 s_start  :114	 s_end  :402	 align_len  :296
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|106460 YP_010677498.1 |peptidase M15 [Stenotrophomonas phage BUCT627]	 score  :225.0	 e_val  :5.64476e-19	 q_start  :9255	 q_end  :9668	 s_start  :33	 s_end  :151	 align_len  :138
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|151601 YP_010113190.1 |endolysin [uncultured phage cr125_1]	 score  :222.0	 e_val  :6.41278e-19	 q_start  :9297	 q_end  :9710	 s_start  :8	 s_end  :130	 align_len  :138
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|114616 YP_010357466.1 |terminase large subunit [Cellulophaga phage Nekkels_1]	 score  :243.0	 e_val  :7.32775e-19	 q_start  :29062	 q_end  :30123	 s_start  :72	 s_end  :460	 align_len  :412
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|106259 YP_010677297.1 |peptidase M15 [Stenotrophomonas phage vB_SmaS_BUCT548]	 score  :221.0	 e_val  :1.29517e-18	 q_start  :9255	 q_end  :9704	 s_start  :11	 s_end  :141	 align_len  :150
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|691343 NP_795683.1 |putative terminase large subunit [Streptococcus phage 315.6]	 score  :239.0	 e_val  :1.39477e-18	 q_start  :29056	 q_end  :30174	 s_start  :23	 s_end  :404	 align_len  :403
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|655673 YP_001469206.1 |PBSX family terminase large subunit [Streptococcus phage P9]	 score  :239.0	 e_val  :1.39477e-18	 q_start  :29056	 q_end  :30174	 s_start  :23	 s_end  :404	 align_len  :403
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|462328 YP_009215016.1 |terminase large subunit [Brevibacillus phage Osiris]	 score  :236.0	 e_val  :3.0848e-18	 q_start  :29059	 q_end  :30012	 s_start  :61	 s_end  :405	 align_len  :350
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|675843 YP_223885.1 |terminase large subunit [Lactobacillus phage phiJL-1]	 score  :236.0	 e_val  :4.08039e-18	 q_start  :29059	 q_end  :30156	 s_start  :31	 s_end  :413	 align_len  :397
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|609005 YP_005102482.1 |putative peptidase [Bacteroides phage B124-14]	 score  :214.0	 e_val  :9.04746e-18	 q_start  :9297	 q_end  :9710	 s_start  :8	 s_end  :129	 align_len  :138
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|521647 YP_008858637.1 |PBSX family terminase large subunit [Brevibacillus phage Davies]	 score  :232.0	 e_val  :1.00985e-17	 q_start  :29059	 q_end  :30012	 s_start  :61	 s_end  :405	 align_len  :351
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|467265 YP_009220059.1 |PBSX family terminase large subunit [Brevibacillus phage Abouo]	 score  :232.0	 e_val  :1.00985e-17	 q_start  :29059	 q_end  :30012	 s_start  :61	 s_end  :405	 align_len  :351
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|438888 YP_009226312.1 |PBSX family terminase large subunit [Brevibacillus phage Jimmer1]	 score  :232.0	 e_val  :1.00985e-17	 q_start  :29059	 q_end  :30012	 s_start  :61	 s_end  :405	 align_len  :351
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|357959 YP_009606429.1 |PBSX family terminase large subunit [Brevibacillus phage Jimmer2]	 score  :232.0	 e_val  :1.00985e-17	 q_start  :29059	 q_end  :30012	 s_start  :61	 s_end  :405	 align_len  :351
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|279352 YP_009855524.1 |hypothetical protein HWD00_gp38 [Flavobacterium phage vB_FspS_tooticki6-1]	 score  :211.0	 e_val  :1.07732e-17	 q_start  :1285	 q_end  :1599	 s_start  :8	 s_end  :113	 align_len  :106
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|279223 YP_009855395.1 |hypothetical protein HWC98_gp40 [Flavobacterium phage vB_FspS_stinky9-1]	 score  :211.0	 e_val  :1.07732e-17	 q_start  :1285	 q_end  :1599	 s_start  :8	 s_end  :113	 align_len  :106
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|279084 YP_009855256.1 |hypothetical protein HWC96_gp46 [Flavobacterium phage vB_FspS_snork6-1]	 score  :211.0	 e_val  :1.07732e-17	 q_start  :1285	 q_end  :1599	 s_start  :8	 s_end  :113	 align_len  :106
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|279011 YP_009855183.1 |hypothetical protein HWC95_gp47 [Flavobacterium phage vB_FspS_sniff9-1]	 score  :211.0	 e_val  :1.07732e-17	 q_start  :1285	 q_end  :1599	 s_start  :8	 s_end  :113	 align_len  :106
20082D-11-01_S0_L001_megahit_output_virsorter_k141_2352418||full_len:30616	gnl|BL_ORD_ID|278802 YP_009854974.1 |hypothetical protein HWC92_gp46 [Flavobacterium phage vB_FspS_morran9-1]	 score  :211.0	 e_val  :1.07732e-17	 q_start  :1285	 q_end  :1599	 s_start  :8	 s_end  :113	 align_len  :106
